省,城市,链接,行政区,小区,均价,地址,lng,lat,gclng,gclat,wgs84lng,wgs84lat,物业类型,权属类别,竣工时间,产权年限,户数,总建筑面积,容积率,绿化率,建筑类型,商圈,水电,停车位,物业费,停车费,车位管理费,物业公司,开发商
山西,太原,https://ty.anjuke.com/community/view/1662172,杏花岭,双龙巷东4号楼,6600,杏花岭 - 小东门 - 双龙巷东4号,112.587045,37.879339,112.580611,37.873183,112.574359,37.872698,公寓住宅,商品房住宅,暂无,70年,216户,暂无,暂无,暂无,多层, 小东门 ,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1641495,杏花岭,第五十三中学宿舍,6600,杏花岭 - 大东关 - 马道坡街,112.602398,37.883854,112.595879,37.877962,112.589637,37.877488,公寓住宅,商品房住宅,暂无,70年,152户,暂无,暂无,暂无,多层, 大东关 ,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1495565,万柏林,千峰北路联通宿舍,6600,万柏林 - 千峰北路 - 彭西二巷,112.523045,37.887812,112.516489,37.882036,112.510064,37.881412,公寓住宅,单位集体自建房,1998年竣工,70年,279户,暂无,3.8,0.2,超高层, 千峰北路 ,民用,暂无,0.9,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1435479,杏花岭,育英中学东宿舍,6600,杏花岭 - 万达 - 城坊东街7号,112.573717,37.888034,112.56734,37.881726,112.561066,37.881225,公寓住宅,单位集体自建房,1998年竣工,70年,48户,暂无,1.2,0.2,多层, 万达 ,民用,暂无,1,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/809089,杏花岭,山西省物价局小东门社区,6600,杏花岭 - 北大街 - 小东门街13号,112.585805,37.888326,112.579383,37.882152,112.573128,37.881668,公寓住宅,单位集体自建房,1995年竣工,70年,147户,暂无,1.2,0.2,多层, 北大街 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1400409,杏花岭,迎春街北巷4号院,6600,杏花岭 - 建设北路 - 迎春街北巷4号,112.593996,37.892206,112.587529,37.886168,112.581282,37.885692,公寓住宅,单位集体自建房,1998年竣工,70年,48户,暂无,1.2,0.2,多层, 建设北路 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1265744,万柏林,棕榈西园,6600,万柏林 - 兴华 - 石膏厂街16号,112.495305,37.89479,112.488729,37.889078,112.482201,37.888372,公寓住宅,商品房住宅,2022年,50年,962户,暂无,2.99,0.35,高层, 兴华 ,民用,981(1:1.0),1.00元/平米/月,地面150.00元/月,暂无,山西裕达物业管理有限公司,山西华鑫房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1073121,杏花岭,太铁党校宿舍,6600,杏花岭 - 赛马场 - 北河湾南巷6号,112.594946,37.894966,112.588474,37.888945,112.582227,37.88847,公寓住宅,单位集体自建房,1995年竣工,70年,132户,暂无,1.2,0.2,多层, 赛马场 ,民用,160(1:1.2),0.50元/平米/月,地面130.00元/月,地面130.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1675191,尖草坪,中创新大厦,6600,尖草坪 - 胜利桥西 - 滨河西路,112.539633,37.896512,112.533171,37.890463,112.526804,37.889888,公寓住宅,商品房住宅,暂无,70年,68户,暂无,暂无,暂无,高层, 胜利桥西 ,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/283300,尖草坪,太原市农科所宿舍院,6600,尖草坪 - 胜利桥西 - 兴华北街9号,112.537237,37.899408,112.53076,37.893401,112.524385,37.89282,公寓住宅,单位集体自建房,2002年竣工,70年,132户,暂无,2,0.23,多层|小高层, 胜利桥西 ,民用,200(1:1.5),0.80元/平米/月,地面150.00元/月,地面150.00元/月,单位自管,三亚伟奇投资有限公司
山西,太原,https://ty.anjuke.com/community/view/1385113,杏花岭,兴苑小区,6600,杏花岭 - 巨轮 - 华苑西巷5-1号,112.559702,37.90225,112.553327,37.89594,112.54702,37.895415,公寓住宅,商品房住宅,2011年竣工,70年,384户,暂无,3.8,0.3,超高层, 巨轮 ,民用,暂无,0.90元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/407723,小店,开发公司宿舍(小店),6601,小店 - 人民路 - 都乐街,112.578148,37.734379,112.57173,37.728099,112.565482,37.727585,公寓住宅,小产权房,1995年竣工,70年,80户,暂无,1.2,0.2,多层, 人民路 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/404065,小店,慧泽苑小区,6601,"小店 - 体育路 - 二营盘街,近体育路",112.576404,37.837682,112.569984,37.831382,112.563721,37.830877,公寓住宅,商品房住宅,2006年竣工,70年,479户,暂无,2.5,0.2,高层, 体育路 ,民用,100(1:0.2),1.00元/平米/月,地面50.00元/月,地面50.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1438383,万柏林,恒大檀溪郡,6610,万柏林 - 万柏林周边 - 红沟靶场路,112.467203,37.85073,112.460743,37.844568,112.45413,37.843782,住宅,商品房住宅,2023年,70年,627户,暂无,4.2,0.25,高层, 万柏林周边 ,民用,776(1:1.2),2.2,地面150.00元/月,暂无,金碧物业有限公司,太原恒大鼎盛房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/808354,杏花岭,白龙庙小区,6610,杏花岭 - 五龙口 - 白龙庙街15号,112.59813,37.876272,112.59163,37.870304,112.585387,37.869827,公寓住宅,商品房住宅,2000年竣工,70年,1238户,暂无,2.04,0.3,多层|小高层, 五龙口 ,民用,暂无,0.60元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1596856,杏花岭,富力领寓,6614,杏花岭 - 敦化坊 - 富盈巷,112.614814,37.902874,112.608239,37.897157,112.601994,37.896688,商住楼,办公,暂无,其它,522户,暂无,暂无,暂无,多层, 敦化坊 ,商用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/808792,迎泽,菜站宿舍(双塔西街),6615,迎泽 - 青年路 - 双塔西街10号,112.573521,37.852033,112.567114,37.845714,112.560844,37.845206,公寓住宅,单位集体自建房,1995年竣工,70年,406户,暂无,2,0.2,多层|小高层, 青年路 ,民用,40(1:0.1),0.90元/平米/月,地面150.00元/月,地面150.00元/月,街道办事处（居委会）代管物业,单位自建
山西,太原,https://ty.anjuke.com/community/view/1290612,小店,山西省第三建筑工程公司消防分公司宿舍,6617,小店 - 并州南路 - 八一街10号,112.56277,37.819881,112.556369,37.813546,112.550079,37.813014,公寓住宅,单位集体自建房,1998年竣工,70年,72户,暂无,1.2,0.2,多层, 并州南路 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/808434,万柏林,河西建设银行宿舍,6621,"万柏林 - 千峰南路 - 移村北街,近新矿院路",112.528071,37.862464,112.521519,37.856607,112.515116,37.855993,公寓住宅,单位集体自建房,1986年竣工,70年,224户,暂无,2.45,0.2,多层|小高层, 千峰南路 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1021427,万柏林,西矿街高层,6622,万柏林 - 西客站 - 红沟靶场路,112.467087,37.860862,112.460636,37.854701,112.454021,37.853917,公寓住宅,小产权房,2015年竣工,70年,192户,暂无,2.5,0.3,高层, 西客站 ,民用,50(1:0.3),1.50元/平米/月,地面150.00元/月,地面150.00元/月,西山物业管理有限公司,单位自建
山西,太原,https://ty.anjuke.com/community/view/407284,杏花岭,铁路宿舍东站小区,6625,杏花岭 - 五龙口 - 马道坡街21号,112.60812,37.887058,112.601572,37.881257,112.59533,37.880785,公寓住宅,单位集体自建房,1996年竣工,70年,222户,暂无,3.88,0.35,高层, 五龙口 ,民用,暂无,0.90元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位开发
山西,太原,https://ty.anjuke.com/community/view/1294533,小店,电池厂宿舍,6626,小店 - 北营 - 光明路3号,112.62895,37.804925,112.622339,37.79926,112.616094,37.798769,公寓住宅,单位集体自建房,1998年竣工,70年,207户,暂无,1.2,0.2,多层, 北营 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/408825,杏花岭,享堂新村,6634,杏花岭 - 动物园 - 涧河路88号,112.589964,37.912471,112.583514,37.906362,112.577261,37.905886,公寓住宅,小产权房,2000年竣工,70年,5903户,暂无,2,0.3,多层|小高层, 动物园 ,民用,500(1:0.1),1.00元/平米/月,地面150.00元/月,地面150.00元/月,村办企业享福经贸有限公司管理,单位自建
山西,太原,https://ty.anjuke.com/community/view/809368,小店,有机小区,6638,小店 - 许坦东街 - 许坦东街33号,112.62687,37.807138,112.620255,37.801475,112.614013,37.800986,公寓住宅,商品房住宅,1998年竣工,70年,246户,暂无,2,0.2,多层|高层, 许坦东街 ,民用,暂无,0.50元/平米/月,地面150.00元/月，地下300.00元/月,地面150.00元/月，地下300.00元/月,街道办事处（居委会）代管物业,单位自建
山西,太原,https://ty.anjuke.com/community/view/367328,万柏林,竹园,6644,万柏林 - 千峰北路 - 千峰北路104号,112.525452,37.890085,112.518908,37.884276,112.512492,37.883659,公寓住宅,商品房住宅,1995年竣工,70年,1302户,暂无,2,0.2,多层|高层, 千峰北路 ,民用,120(1:0.1),0.60元/平米/月,地面150.00元/月,地面150.00元/月,街道办事处（居委会）代管物业,单位自建
山西,太原,https://ty.anjuke.com/community/view/283699,小店,寇庄公寓,6645,小店 - 平阳 - 寇庄南街26号,112.565229,37.840828,112.558824,37.834485,112.552538,37.833961,公寓住宅,商品房住宅,2003年竣工,70年,96户,暂无,1.5,0.15,多层|高层, 平阳 ,民用,30(1:0.3),0.50元/平米/月,地面50.00元/月,地面50.00元/月,业主自管,道桥集团
山西,太原,https://ty.anjuke.com/community/view/283060,杏花岭,鑫茂花苑,6649,杏花岭 - 敦化坊 - 涧河路15号,112.588749,37.90308,112.582312,37.896953,112.576058,37.896474,公寓住宅,商品房住宅,2007年竣工,70年,192户,暂无,1.2,0.2,多层, 敦化坊 ,民用,暂无,1.80元/平米/月,地面150.00元/月,地面150.00元/月,太远鑫淼物业公司,单位自建
山西,太原,https://ty.anjuke.com/community/view/808696,小店,小马花园,6650,小店 - 滨河东路 - 龙城北街,112.546321,37.784674,112.539894,37.778514,112.533562,37.77794,公寓住宅,小产权房,2013年竣工,70年,2745户,暂无,4.5,0.33,高层, 滨河东路 ,民用,暂无,1.00元/平米/月,地面150.00元/月，地下300.00元/月,地面150.00元/月，地下300.00元/月,业主自管,山西御和房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1282496,小店,大马集资楼,6650,小店 - 长风 - 大马中路,112.555874,37.807188,112.549469,37.800901,112.543163,37.800353,公寓住宅,小产权房,2004年竣工,70年,12户,暂无,1.2,0.3,多层, 长风 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/283174,小店,集义苑(小店),6650,小店 - 体育路 - 体育西路188号,112.571056,37.827251,112.564649,37.820917,112.558377,37.820402,公寓住宅,小产权房,2002年竣工,70年,108户,暂无,2,0.3,多层|小高层, 体育路 ,民用,暂无,1.00元/平米/月,地面150.00元/月，地下300.00元/月,地面150.00元/月，地下300.00元/月,山西永嘉物业管理有限公司,单位自建
山西,太原,https://ty.anjuke.com/community/view/630890,杏花岭,首钢长钢小区,6652,杏花岭 - 赛马场 - 迎春街23号,112.603593,37.8885,112.597069,37.882628,112.590827,37.882156,公寓住宅,商品房住宅,2000年竣工,70年,250户,暂无,1,0.2,多层|小高层, 赛马场 ,民用,40(1:0.2),0.90元/平米/月,地面150.00元/月,地面150.00元/月,小区自管物业,单位自建
山西,太原,https://ty.anjuke.com/community/view/1020453,杏花岭,金属公司宿舍,6654,杏花岭 - 胜利街 - 五一路294号,112.583731,37.896742,112.57732,37.890539,112.571062,37.890054,公寓住宅,单位集体自建房,1993年竣工,70年,619户,暂无,1.2,0.2,多层, 胜利街 ,民用,30(1:0.0),0.50元/平米/月,地面150.00元/月,地面150.00元/月,金属公司宿舍物业管理,单位自建
山西,太原,https://ty.anjuke.com/community/view/283233,尖草坪,滨河城,6658,尖草坪 - 森林公园 - 大同路259号,112.537209,37.935943,112.530704,37.929927,112.524324,37.929353,公寓住宅,商品房住宅,2017年竣工,70年,3838户,暂无,3.49,0.37,高层, 森林公园 ,民用,1000(1:0.3),1.20元/平米/月,地面150.00元/月，地下150.00元/月,地面150.00元/月，地下150.00元/月,滨河城物业,山西佳欣房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1021512,迎泽,东景花园四建小区,6662,迎泽 - 南内环 - 双塔寺街,112.590576,37.852696,112.584098,37.846589,112.577853,37.846103,公寓住宅,单位集体自建房,1996年竣工,70年,376户,暂无,1.2,0.2,多层, 南内环 ,民用,65(1:0.2),0.60元/平米/月,地面100.00元/月,地面100.00元/月,街道办事处（居委会）代管物业,太原市政建设集团有限公司
山西,太原,https://ty.anjuke.com/community/view/1073105,小店,药材公司宿舍(小店),6666,小店 - 人民路 - 人民北路61号,112.574665,37.742846,112.568265,37.736538,112.56201,37.736019,公寓住宅,单位集体自建房,2000年竣工,70年,74户,暂无,1.2,0.3,多层, 人民路 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/283387,小店,山西省人民检察院宿舍,6666,小店 - 平阳 - 并州南路西二巷5号,112.582346,37.833119,112.575904,37.826885,112.569651,37.826387,公寓住宅,单位集体自建房,2001年竣工,70年,64户,暂无,1.5,0.3,小高层, 平阳 ,民用,50(1:0.8),0.30元/平米/月,地面50.00元/月,地面50.00元/月,单位自管,陕西亿润经贸有限公司
山西,太原,https://ty.anjuke.com/community/view/282863,小店,易尚SOHO,6666,小店 - 并州南路 - 南内环街40-1号,112.582971,37.844941,112.576528,37.838716,112.570274,37.83822,公寓住宅,商品房住宅,2004年竣工,70年,340户,暂无,3.29,0.15,多层|高层, 并州南路 ,民用,暂无,0.60元/平米/月,地面150.00元/月,地面150.00元/月,龙聚山庄物业管理公司,山西申华伟业房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/610246,迎泽,美利山,6666,迎泽 - 服装城 - 朝阳街158号,112.63564,37.858262,112.629032,37.852559,112.622772,37.85207,公寓住宅,商品房住宅,2021年竣工,70年,1264户,暂无,4,0.3,高层, 服装城 ,民用,838(1:0.7),2.00元/平米/月,地面150.00元/月,地面150.00元/月,山西仁和物业管理有限公司,山西丰城房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1834061,万柏林,理工大社区千峰北路160号院,6666,万柏林 - 下元 - 千峰北路,112.525553,37.868909,112.518994,37.863093,112.512581,37.862473,公寓住宅,商品房住宅,暂无,其它,暂无,暂无,暂无,暂无,多层, 下元 ,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/421295,杏花岭,建材二小区,6667,杏花岭 - 大东关 - 红沟南街,112.60511,37.875088,112.598569,37.869238,112.592329,37.868764,公寓住宅,单位集体自建房,2000年竣工,70年,678户,暂无,1.2,0.3,多层, 大东关 ,民用,暂无,1.10元/平米/月,地面150.00元/月,地面150.00元/月,单位自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/407653,尖草坪,晋机集团友喜小区,6669,尖草坪 - 胜利桥西 - 和平北路190号,112.519813,37.899551,112.513244,37.893816,112.506807,37.893184,公寓住宅,单位集体自建房,1985年竣工,70年,2899户,暂无,2,0.2,多层|高层, 胜利桥西 ,民用,500(1:0.2),1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/282896,万柏林,义井商贸城小区,6670,万柏林 - 晋祠路 - 义井街南三巷,112.522054,37.818252,112.515465,37.81248,112.509045,37.811841,公寓住宅,小产权房,2007年竣工,70年,288户,暂无,2,0.35,多层|高层, 晋祠路 ,民用,240(1:0.8),1.00元/平米/月,地面150.00元/月，地下80.00元/月,地面150.00元/月，地下80.00元/月,鑫义井物业管理公司,山西木子房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1073008,小店,供电局宿舍(小店),6677,小店 - 王村南街 - 寇庄南街12号,112.566959,37.840568,112.560554,37.834224,112.554272,37.833704,公寓住宅,单位集体自建房,1996年竣工,70年,129户,暂无,1.2,0.2,多层, 王村南街 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,山西顺太物业管理有限公司,单位自建
山西,太原,https://ty.anjuke.com/community/view/282766,万柏林,下元邮局小区,6677,万柏林 - 千峰南路 - 千峰南路16号,112.526117,37.860712,112.519553,37.854885,112.513143,37.854265,公寓住宅,单位集体自建房,1998年竣工,70年,210户,暂无,1.2,0.2,多层, 千峰南路 ,民用,50(1:0.2),1.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1073103,杏花岭,恒温库宿舍,6680,杏花岭 - 大东关 - 大东关街149号,112.601233,37.881695,112.594719,37.875783,112.588477,37.875308,公寓住宅,小产权房,2000年竣工,70年,97户,暂无,1.2,0.3,多层, 大东关 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1020379,杏花岭,幼教宿舍,6680,杏花岭 - 三墙路 - 东头道巷,112.574714,37.89358,112.568336,37.887279,112.562064,37.886781,公寓住宅,单位集体自建房,1998年竣工,70年,171户,暂无,1.2,0.2,多层, 三墙路 ,民用,1(1:0.0),1.00元/平米/月,地面150.00元/月,地面150.00元/月,单位自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/456339,万柏林,西苑北路建工小区,6681,万柏林 - 西矿街 - 西苑北路37号,112.483429,37.864748,112.476887,37.858867,112.470322,37.858124,公寓住宅,单位集体自建房,1998年竣工,70年,208户,暂无,2,0.2,多层|小高层, 西矿街 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/809120,杏花岭,胜利街工商局宿舍,6690,杏花岭 - 巨轮 - 程家村东巷57号,112.558516,37.90423,112.552137,37.897927,112.545827,37.8974,公寓住宅,单位集体自建房,1997年竣工,70年,227户,暂无,1.2,0.22,多层, 巨轮 ,民用,80(1:0.4),0.50元/平米/月,地面200.00元/月,地面200.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/806180,尖草坪,菜站宿舍(花园后南街),6693,尖草坪 - 北宫 - 花园后南街,112.573268,37.916959,112.566883,37.910645,112.560605,37.910149,公寓住宅,单位集体自建房,2000年竣工,70年,286户,暂无,1.2,0.3,多层, 北宫 ,民用,50(1:0.2),0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1021530,迎泽,黑土巷东3区,6695,迎泽 - 郝庄 - 五龙口街78号,112.605881,37.87015,112.599332,37.864311,112.593092,37.863836,公寓住宅,商品房住宅,1995年竣工,70年,844户,暂无,1.2,0.2,多层, 郝庄 ,民用,130(1:0.2),0.30元/平米/月,地面150.00元/月,地面150.00元/月,街道办事处（居委会）代管物业,太原铁路地产置业有限公司
山西,太原,https://ty.anjuke.com/community/view/282787,杏花岭,泰和怡苑,6696,杏花岭 - 赛马场 - 马道坡街20号,112.609009,37.885087,112.602456,37.879298,112.596214,37.878826,公寓住宅,小产权房,2011年竣工,70年,384户,暂无,3.5,0.44,高层, 赛马场 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,山西辰光集团公司物业管理分公司,山西宸光房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1309203,万柏林,原万柏林武装部宿舍,6697,万柏林 - 漪汾 - 和平北路93号,112.516445,37.87992,112.509859,37.874217,112.503411,37.873572,公寓住宅,单位集体自建房,1998年竣工,70年,24户,暂无,1.2,0.2,多层, 漪汾 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1302852,晋源,如意龙城湾,6698,"晋源 - 晋源周边 - 晋溪街,近晋源南街",112.495697,37.7138,112.489083,37.708079,112.482578,37.707352,公寓住宅,动迁配套房,2017年竣工,70年,2376户,暂无,2.5,0.3,高层, 晋源周边 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1893488,清徐,金科清泉城,6700,清徐-清源镇-晋夏公路261号,112.382089,37.617101,112.375471,37.611426,112.368839,37.610593,住宅,商品房住宅,暂无,其它,暂无,暂无,暂无,暂无,高层,清源镇,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1294487,小店,水利局小区(昌盛西街),6700,小店 - 昌盛街 - 颐园巷15号,112.572418,37.739624,112.56602,37.7333,112.55976,37.732778,公寓住宅,单位集体自建房,1998年竣工,70年,54户,暂无,1.2,0.2,多层, 昌盛街 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1871810,小店,房地局宿舍(人民南路),6700,小店-昌盛街-人民南路5号,112.574715,37.739991,112.568312,37.733682,112.562057,37.733163,住宅,商品房住宅,暂无,其它,24户,暂无,暂无,暂无,多层,昌盛街,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1294514,小店,机关后勤小区,6700,小店 - 昌盛街 - 昌盛西街,112.570796,37.744031,112.564404,37.737701,112.558142,37.737176,公寓住宅,单位集体自建房,1998年竣工,70年,36户,暂无,1.2,0.2,多层, 昌盛街 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1653174,小店,金星苑二小区,6700,小店 - 北营 - 郑村西街7号,112.631942,37.784792,112.62535,37.779122,112.619104,37.778626,公寓住宅,商品房住宅,暂无,70年,96户,暂无,暂无,暂无,多层, 北营 ,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/283501,小店,西吴苑,6700,小店 - 坞城 - 坞城南路,112.590186,37.791683,112.583736,37.785578,112.577497,37.785083,公寓住宅,小产权房,2010年竣工,70年,1144户,暂无,4,0.25,多层|高层, 坞城 ,民用,暂无,0.90元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1606673,小店,汇都MOHO,6700,小店 - 学府街 - 学府街,112.557811,37.813127,112.551406,37.806821,112.545104,37.806278,商住楼,办公,暂无,其它,2户,暂无,暂无,暂无,高层, 学府街 ,商用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1614521,小店,普通大厦,6700,小店 - 南中环 - 学府街22号,112.593602,37.813371,112.587112,37.807318,112.580874,37.806828,商住楼,办公,2007年,其它,暂无,暂无,暂无,暂无,多层, 南中环 ,商用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/548208,晋源,太化宿舍,6700,晋源 - 义井 - 西峪街18号,112.512383,37.814665,112.505767,37.808984,112.499311,37.808316,公寓住宅,单位集体自建房,1996年竣工,70年,82户,暂无,1.2,0.31,多层, 义井 ,民用,3(1:0.0),1.00元/平米/月,地面150.00元/月,地面150.00元/月,物业代管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1294504,小店,亲海百万小区,6700,小店 - 并州南路 - 体育西路88号,112.570034,37.819677,112.563633,37.813341,112.55736,37.812823,公寓住宅,单位集体自建房,1998年竣工,70年,133户,暂无,1.2,0.2,多层, 并州南路 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1305324,小店,优客公寓,6700,小店 - 并州南路 - 长治路176号,112.568731,37.819809,112.562331,37.813469,112.556055,37.812949,商住楼,办公,2007年竣工,50年,108户,暂无,2.5,0.25,高层, 并州南路 ,商用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1533864,万柏林,上庄凤玺湾,6700,万柏林 - 晋祠路 - 千峰南路,112.524376,37.830094,112.517791,37.824288,112.511378,37.823658,公寓住宅,动迁配套房,2011年竣工,70年,876户,暂无,2.5,0.3,高层, 晋祠路 ,民用,暂无,0.9,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1281254,小店,工商小区,6700,小店 - 并州南路 - 狄村正街,112.589518,37.836498,112.58304,37.830371,112.576795,37.829881,公寓住宅,单位集体自建房,1998年竣工,70年,56户,暂无,1.2,0.2,多层, 并州南路 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1084635,小店,盐政宿舍西院,6700,小店 - 王村南街 - 寇庄西路48号,112.56442,37.843549,112.558015,37.837207,112.551727,37.836682,公寓住宅,单位集体自建房,1998年竣工,70年,46户,暂无,1.2,0.2,多层, 王村南街 ,民用,70(1:1.5),0.50元/平米/月,地面200.00元/月,地面200.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1305332,万柏林,和平南路85号院,6700,万柏林 - 和平南路 - 和平南路85号,112.516909,37.853287,112.5103,37.847572,112.503857,37.846923,公寓住宅,单位集体自建房,1998年竣工,70年,216户,暂无,1.2,0.2,多层, 和平南路 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1021498,迎泽,双塔北路125号院,6700,迎泽 - 郝庄 - 双塔北路125号,112.596555,37.853718,112.590043,37.847715,112.583802,37.847234,公寓住宅,商品房住宅,1985年竣工,70年,72户,暂无,1.2,0.2,多层, 郝庄 ,民用,100(1:1.4),0.50元/平米/月,地面150.00元/月,地面150.00元/月,居民委员会,单位自建
山西,太原,https://ty.anjuke.com/community/view/1021469,迎泽,朝阳街25号院,6700,迎泽 - 郝庄 - 朝阳街25号,112.598917,37.861249,112.592398,37.85529,112.586157,37.854811,公寓住宅,单位集体自建房,1998年竣工,70年,199户,暂无,1.2,0.2,多层, 郝庄 ,民用,100(1:0.5),0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/808420,迎泽,福居鸿光,6700,迎泽 - 郝庄 - 经园东街5号,112.622164,37.867238,112.615555,37.861568,112.609309,37.86109,公寓住宅,商品房住宅,1990年竣工,70年,89户,暂无,2,0.2,多层|小高层, 郝庄 ,民用,10(1:0.1),0.60元/平米/月,地面150.00元/月,地面150.00元/月,街道办事处（居委会）代管物业,山西凯信源投资有限公司
山西,太原,https://ty.anjuke.com/community/view/1639782,迎泽,南海街粮食局宿舍,6700,迎泽 - 大南门 - 南海街,112.561801,37.867733,112.555413,37.861406,112.549115,37.86088,公寓住宅,商品房住宅,暂无,70年,157户,暂无,暂无,暂无,多层, 大南门 ,民用,暂无,1.00元/平米/月,暂无,暂无,1,1
