省,城市,链接,行政区,小区,均价,地址,lng,lat,gclng,gclat,wgs84lng,wgs84lat,物业类型,权属类别,竣工时间,产权年限,户数,总建筑面积,容积率,绿化率,建筑类型,商圈,水电,停车位,物业费,停车费,车位管理费,物业公司,开发商
山西,太原,https://ty.anjuke.com/community/view/1294518,万柏林,华龙泰汽配小区,5850,万柏林 - 西客站 - 西矿街258号,112.473955,37.863439,112.467468,37.857393,112.460873,37.856626,公寓住宅,单位集体自建房,1998年竣工,70年,350户,暂无,1.2,0.2,多层, 西客站 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1542856,万柏林,迎泽西大街79号院,5850,万柏林 - 下元 - 迎泽西大街79号,112.532173,37.865348,112.525647,37.859423,112.519258,37.858822,公寓住宅,商品房住宅,2005年竣工,70年,暂无,暂无,1.2,0.3,多层, 下元 ,民用,暂无,0.5,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/283637,万柏林,滨河小区(玉门河南沿岸),5850,万柏林 - 和平南路 - 玉门河南沿岸6号,112.536361,37.869456,112.529864,37.86346,112.523489,37.862871,公寓住宅,商品房住宅,2003年竣工,70年,377户,暂无,4.3,0.45,高层, 和平南路 ,民用,暂无,0.63元/平米/月,地面150.00元/月,地面150.00元/月,康泰居物业管理公司,镇江鑫基业发展有限公司
山西,太原,https://ty.anjuke.com/community/view/1376057,迎泽,羊市街54号院,5850,迎泽 - 大南门 - 羊市街54号,112.559159,37.874203,112.552772,37.867893,112.546467,37.867362,公寓住宅,单位集体自建房,1998年竣工,70年,24户,暂无,1.2,0.2,多层, 大南门 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1277031,万柏林,重院社区,5850,万柏林 - 西客站 - 窊流路66号,112.498111,37.877325,112.491519,37.871634,112.485003,37.870933,公寓住宅,单位集体自建房,1998年竣工,70年,495户,暂无,1.2,0.2,多层, 西客站 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1377013,杏花岭,铁路宿舍建设北路111号院,5850,杏花岭 - 小东门 - 建设北路111号,112.590584,37.880593,112.584132,37.874494,112.577883,37.874013,公寓住宅,单位集体自建房,1998年竣工,70年,154户,暂无,1.2,0.2,多层, 小东门 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1477033,杏花岭,教育局宿舍(小新街),5850,杏花岭 - 万达 - 小新街15号,112.561915,37.883248,112.55554,37.876925,112.549241,37.876402,公寓住宅,单位集体自建房,1998年竣工,70年,暂无,暂无,1.2,0.2,多层, 万达 ,民用,暂无,0.5,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1643588,杏花岭,冶金学校宿舍,5850,杏花岭 - 龙潭湖 - 柳溪街2号,112.555222,37.888961,112.548834,37.882686,112.542517,37.88215,公寓住宅,商品房住宅,暂无,70年,474户,暂无,暂无,暂无,多层, 龙潭湖 ,民用,暂无,1.00元/平米/月,暂无,暂无,1,1
山西,太原,https://ty.anjuke.com/community/view/1153565,杏花岭,凯樾龙城苑F区,5850,杏花岭 - 杏花岭周边 - 道场沟街,112.615285,37.894471,112.608709,37.888759,112.602465,37.888288,公寓住宅,商品房住宅,2016年竣工,70年,844户,暂无,2.5,0.3,高层, 杏花岭周边 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/496525,杏花岭,北大街西社区,5850,杏花岭 - 北大街 - 北大街,112.560541,37.895021,112.554168,37.888706,112.547864,37.888182,公寓住宅,商品房住宅,1985年竣工,70年,114户,暂无,2,0.25,多层|高层, 北大街 ,民用,240(1:2.1),0.90元/平米/月,地面150.00元/月,地面150.00元/月,太原安逸物业管理有限公司,恒大地产集团有限公司
山西,太原,https://ty.anjuke.com/community/view/808638,杏花岭,太钢胜西小区,5850,杏花岭 - 胜利桥东 - 胜利街337号,112.550858,37.899688,112.544454,37.893464,112.538123,37.892918,公寓住宅,商品房住宅,2003年竣工,70年,692户,暂无,1.67,0.2,多层, 胜利桥东 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1020448,杏花岭,街道办事处小区,5850,杏花岭 - 涧河 - 尖草坪街,112.581161,37.9213,112.574747,37.915059,112.568482,37.914575,公寓住宅,单位集体自建房,1998年竣工,70年,48户,暂无,1.2,0.2,多层, 涧河 ,民用,50(1:1.0),0.50元/平米/月,地面150.00元/月,地面150.00元/月,居民委员会,单位自建
山西,太原,https://ty.anjuke.com/community/view/610244,小店,万豪新天地,5851,"小店 - 真武路 - 通达街中段,近下庄路",112.585135,37.737387,112.57869,37.731195,112.572452,37.73069,公寓住宅,小产权房,2012年竣工,70年,1221户,暂无,4.5,0.4,高层, 真武路 ,民用,50(1:0.0),0.80元/平米/月,地面100.00元/月,地面100.00元/月,业主自管,南宁昊瀚房地产开发有限责任公司
山西,太原,https://ty.anjuke.com/community/view/457172,万柏林,铭花苑小区,5857,万柏林 - 万柏林周边 - 建筑中巷,112.453738,37.862304,112.44734,37.855989,112.440693,37.85518,公寓住宅,商品房住宅,2002年竣工,70年,444户,暂无,1.2,0.3,多层, 万柏林周边 ,民用,50(1:0.1),0.50元/平米/月,地面100.00元/月,地面100.00元/月,棉花苑物业管理有限公司,单位自建
山西,太原,https://ty.anjuke.com/community/view/808956,小店,晋辽小区,5860,小店 - 南中环 - 太榆路89号,112.607042,37.797218,112.600491,37.791398,112.59426,37.790913,公寓住宅,小产权房,1990年竣工,70年,78户,暂无,2,0.2,多层|高层, 南中环 ,民用,暂无,0.90元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/504879,晋源,吴家堡小区,5880,晋源 - 晋源周边 - 新晋祠路,112.529575,37.801307,112.523039,37.795428,112.516649,37.79481,公寓住宅,小产权房,2000年竣工,70年,1428户,暂无,2,0.3,多层|小高层, 晋源周边 ,民用,250(1:0.2),0.45元/平米/月,地面150.00元/月,地面150.00元/月,街道办事处（居委会）代管物业,单位自建
山西,太原,https://ty.anjuke.com/community/view/808565,杏花岭,融田小区,5880,杏花岭 - 胜利街 - 程家村东巷1号,112.557168,37.901733,112.550786,37.895441,112.544473,37.894911,公寓住宅,商品房住宅,2000年竣工,70年,617户,暂无,2,0.2,多层|小高层, 胜利街 ,民用,暂无,0.90元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,山西伊安房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1021993,迎泽,交通局宿舍(朝阳街),5882,迎泽 - 郝庄 - 朝阳街,112.59411,37.861426,112.58762,37.855382,112.581376,37.854901,公寓住宅,单位集体自建房,1990年竣工,70年,265户,暂无,1.2,0.2,多层, 郝庄 ,民用,100(1:0.4),1.00元/平米/月,地面150.00元/月,地面150.00元/月,街道办事处（居委会）代管物业,单位自建
山西,太原,https://ty.anjuke.com/community/view/611095,小店,晋阳紫城,5885,小店 - 真武路 - 富康街,112.580691,37.751961,112.57428,37.745714,112.568034,37.745205,公寓住宅,商品房住宅,2013年竣工,70年,3104户,暂无,3.3,0.35,高层, 真武路 ,民用,200(1:0.1),1.00元/平米/月,地面100.00元/月，地下300.00元/月,地面100.00元/月，地下300.00元/月,山西美旗物业,天河建设工程有限公司
山西,太原,https://ty.anjuke.com/community/view/1216358,杏花岭,合力楼,5890,杏花岭 - 胜利街 - 五一北路312号,112.580102,37.897532,112.573707,37.891283,112.567443,37.890793,公寓住宅,单位集体自建房,1990年竣工,70年,103户,暂无,1.2,0.2,多层, 胜利街 ,民用,100(1:1.0),0.50元/平米/月,地面200.00元/月,地面200.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1580690,小店,工商局宿舍(锦绣中巷),5900,小店-真武路-锦绣中巷6号,112.57456,37.748527,112.568166,37.74222,112.56191,37.741702,住宅,商品房住宅,暂无,其它,16户,暂无,暂无,暂无,多层,真武路,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/459677,万柏林,鑫美天地,5900,万柏林 - 千峰南路 - 千峰南路138号,112.522004,37.83579,112.515407,37.830016,112.508985,37.82938,公寓住宅,商品房住宅,2014年竣工,70年,2339户,暂无,3.5,0.38,高层, 千峰南路 ,民用,1800(1:0.8),1.90元/平米/月,地面150.00元/月,地面150.00元/月,太原福鑫居物业管理有限公司,山西宜鑫房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1836911,小店,晋能钢结构小区,5900,小店 - 并州南路 - 狄公巷,112.588531,37.836695,112.582058,37.830552,112.575812,37.830061,公寓住宅,商品房住宅,暂无,其它,暂无,暂无,暂无,暂无,多层, 并州南路 ,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1241352,迎泽,龙城新苑H区,5900,"迎泽 - 王家峰 - 王家峰北街,近王家峰街北一巷",112.618512,37.854163,112.611897,37.848468,112.605656,37.847989,公寓住宅,商品房住宅,2019年竣工,70年,864户,暂无,2.5,0.3,高层, 王家峰 ,民用,90(1:0.1),0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1294461,万柏林,西山426小区,5900,万柏林 - 西客站 - 太白西巷,112.457156,37.85542,112.450742,37.84913,112.444104,37.848326,公寓住宅,单位集体自建房,1998年竣工,70年,922户,暂无,1.2,0.2,多层, 西客站 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1419732,万柏林,语文报社宿舍,5900,万柏林 - 下元 - 和平南路45号,112.516976,37.857659,112.510371,37.851944,112.503928,37.851297,公寓住宅,单位集体自建房,1998年竣工,70年,54户,暂无,1.2,0.2,多层, 下元 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1073022,杏花岭,四十二中宿舍,5900,杏花岭 - 五龙口 - 白龙庙北巷5号,112.596559,37.87706,112.590069,37.871065,112.583825,37.870587,公寓住宅,单位集体自建房,1997年竣工,70年,72户,暂无,1.2,0.2,多层, 五龙口 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1377017,杏花岭,育英幼儿园宿舍,5900,杏花岭 - 旱西关 - 金刚里南三巷10号,112.549662,37.885921,112.543251,37.879712,112.536917,37.879161,公寓住宅,单位集体自建房,1998年竣工,70年,72户,暂无,1.2,0.2,多层, 旱西关 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1294474,杏花岭,铁路运输法院宿舍,5900,杏花岭 - 万达 - 建设北路230号,112.591108,37.890479,112.584658,37.884391,112.578408,37.883912,公寓住宅,单位集体自建房,1998年竣工,70年,30户,暂无,1.2,0.2,多层, 万达 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/403682,迎泽,新华汽配厂宿舍,5906,迎泽 - 双塔西街 - 菜园街,112.572029,37.848977,112.565623,37.842648,112.55935,37.842138,公寓住宅,单位集体自建房,1995年竣工,70年,168户,暂无,1.2,0.2,多层, 双塔西街 ,民用,20(1:0.1),0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1392392,万柏林,锅炉厂宿舍西区,5908,万柏林 - 晋祠路 - 和平南路211号,112.513597,37.830953,112.506973,37.825261,112.50052,37.824599,公寓住宅,单位集体自建房,1998年竣工,70年,315户,暂无,1.2,0.2,多层, 晋祠路 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1176137,迎泽,龙城新苑D区,5915,"迎泽 - 王家峰 - 民康街,近王家峰街北二巷",112.61912,37.854086,112.612504,37.848395,112.606262,37.847916,公寓住宅,商品房住宅,2015年竣工,70年,1008户,暂无,2.5,0.3,高层, 王家峰 ,民用,160(1:0.2),0.60元/平米/月,地面130.00元/月,地面130.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/808938,杏花岭,解放路防疫站宿舍,5921,杏花岭 - 杏花岭周边 - 解放路,112.568971,37.896823,112.562603,37.890495,112.556318,37.889987,公寓住宅,商品房住宅,1998年竣工,70年,72户,暂无,1.2,0.2,多层, 杏花岭周边 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/283046,尖草坪,青山苑小区,5933,尖草坪 - 迎新街 - 迎新东二条,112.548044,37.958572,112.54159,37.952374,112.535243,37.951833,公寓住宅,商品房住宅,2003年竣工,70年,366户,暂无,1.2,0.25,多层, 迎新街 ,民用,80(1:0.2),1.00元/平米/月,地面150.00元/月,地面150.00元/月,东莞市金华花园房地产建造有限公司,东莞市金华花园房地产建造有限公司
山西,太原,https://ty.anjuke.com/community/view/809479,杏花岭,天福邸,5940,杏花岭 - 府东府西 - 建设北路122号,112.591828,37.88042,112.585369,37.874343,112.579121,37.873862,公寓住宅,小产权房,2010年竣工,70年,191户,暂无,2.5,0.45,高层, 府东府西 ,民用,1(1:0.0),1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,太原天福地房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/472332,小店,煤管局仓库宿舍,5941,小店 - 北营 - 北营南路33号,112.635394,37.785817,112.628809,37.780124,112.622558,37.779625,公寓住宅,单位集体自建房,2000年竣工,70年,216户,暂无,2,0.3,多层|小高层, 北营 ,民用,暂无,0.90元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1302292,晋源,太化铁运公司宿舍,5950,晋源 - 晋阳湖 - 晋阳大道,112.495921,37.774934,112.489344,37.769227,112.482832,37.768506,公寓住宅,单位集体自建房,1998年竣工,70年,60户,暂无,1.2,0.2,多层, 晋阳湖 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1294524,小店,金辉小区,5950,小店 - 滨河东路 - 南中环街,112.554783,37.801207,112.54838,37.794933,112.542072,37.794381,公寓住宅,单位集体自建房,1998年竣工,70年,140户,暂无,3.8,0.2,超高层, 滨河东路 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1368796,小店,育杰小学宿舍,5950,"小店 - 许坦东街 - 许坦东街,近东中环",112.619389,37.806472,112.612783,37.800787,112.606547,37.800301,公寓住宅,单位集体自建房,1998年竣工,70年,36户,暂无,1.2,0.2,多层, 许坦东街 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1628830,万柏林,治安一小区,5950,万柏林 - 晋祠路 - 健康路,112.494185,37.819194,112.487582,37.81346,112.481059,37.812739,公寓住宅,商品房住宅,2003年,其它,30户,暂无,暂无,暂无,多层, 晋祠路 ,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1144844,万柏林,万柏林二中宿舍,5950,万柏林 - 长风西大街 - 新庄北街,112.518363,37.834356,112.511752,37.828624,112.505316,37.827977,公寓住宅,单位集体自建房,1995年竣工,70年,6户,暂无,1.2,0.2,多层, 长风西大街 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/499430,小店,唐槐苑,5950,小店 - 并州南路 - 狄村街,112.590409,37.835314,112.583926,37.829202,112.577682,37.828713,公寓住宅,商品房住宅,2004年竣工,70年,567户,暂无,1.2,0.3,多层, 并州南路 ,民用,50(1:0.1),0.50元/平米/月,地面100.00元/月，地下100.00元/月,地面100.00元/月，地下100.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1628829,万柏林,劳动局宿舍(万柏林区),5950,万柏林 - 下元 - 下元街道,112.52191,37.854335,112.515321,37.848565,112.508896,37.847931,公寓住宅,商品房住宅,暂无,其它,54户,暂无,暂无,暂无,多层, 下元 ,民用,暂无,1.00元/平米/月,暂无,暂无,1,1
山西,太原,https://ty.anjuke.com/community/view/1021538,迎泽,郝家沟街40号院,5950,迎泽 - 郝庄 - 郝家沟街40号,112.610361,37.864392,112.603784,37.858616,112.597545,37.85814,公寓住宅,商品房住宅,2000年竣工,70年,203户,暂无,1.2,0.3,多层, 郝庄 ,民用,100(1:0.5),0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1643869,迎泽,五龙口小区(商住楼),5950,迎泽 - 服装城 - 建设北路,112.593496,37.868761,112.587017,37.862709,112.580772,37.862228,商住楼,办公,暂无,50年,252户,暂无,暂无,暂无,高层, 服装城 ,商用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1263495,万柏林,前进路12号院,5950,万柏林 - 下元 - 前进路36号,112.511938,37.870947,112.505334,37.865273,112.49887,37.864612,公寓住宅,单位集体自建房,1998年竣工,70年,91户,暂无,1.2,0.2,多层, 下元 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1698066,迎泽,印染厂宿舍小区,5950,迎泽 - 柳巷 - 羊市街,112.562575,37.874655,112.556195,37.868327,112.549898,37.867804,公寓住宅,商品房住宅,暂无,70年,61户,暂无,暂无,暂无,多层, 柳巷 ,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1628815,杏花岭,太铁宿舍,5950,杏花岭 - 大东关 - 大东关街东盛巷,112.605624,37.883367,112.599087,37.877527,112.592846,37.877055,公寓住宅,商品房住宅,暂无,70年,80户,暂无,暂无,暂无,多层, 大东关 ,民用,暂无,1.00元/平米/月,暂无,暂无,1,1
山西,太原,https://ty.anjuke.com/community/view/1840075,杏花岭,迎春街轧钢厂小区,5950,杏花岭 - 大东关 - 迎春街,112.606494,37.88777,112.599954,37.881945,112.593713,37.881473,公寓住宅,商品房住宅,暂无,其它,暂无,暂无,暂无,暂无,多层, 大东关 ,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/283151,万柏林,彭村新区,5950,万柏林 - 和平南路 - 和平北路119号,112.516222,37.887901,112.50964,37.882202,112.50319,37.881557,公寓住宅,小产权房,2000年竣工,70年,1054户,暂无,2,0.3,多层|小高层, 和平南路 ,民用,200(1:0.2),0.60元/平米/月,地面100.00元/月,地面100.00元/月,彭村物业,单位自建
山西,太原,https://ty.anjuke.com/community/view/1692767,杏花岭,忠和里4号院,5950,杏花岭 - 万达 - 东头道巷,112.571438,37.893896,112.565067,37.887576,112.558788,37.887072,公寓住宅,商品房住宅,暂无,70年,21户,暂无,暂无,暂无,多层, 万达 ,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/282737,尖草坪,怡和园,5950,尖草坪 - 迎新街 - 迎新街西二巷192号,112.532412,37.960855,112.525869,37.954921,112.51947,37.954338,公寓住宅,商品房住宅,2007年竣工,70年,528户,暂无,1.2,0.3,多层, 迎新街 ,民用,50(1:0.1),1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/989953,万柏林,文兴苑(万柏林),5955,万柏林 - 迎泽西大街 - 前北屯路,112.532802,37.865072,112.526279,37.859137,112.519893,37.858537,公寓住宅,商品房住宅,2017年竣工,70年,4513户,710000.0㎡,4,0.3,高层, 迎泽西大街 ,民用,2500(1:0.6),1.60元/平米/月,地面150.00元/月，地下260.00元/月,地面150.00元/月，地下260.00元/月,桥西文兴苑物业有限公司,山西昌盛诚信商贸有限公司
山西,太原,https://ty.anjuke.com/community/view/808761,杏花岭,中铁六局太原铁建材料厂小区,5957,杏花岭 - 建设北路 - 建设北路270号,112.59164,37.892857,112.585187,37.886778,112.578938,37.8863,公寓住宅,单位集体自建房,1988年竣工,70年,292户,暂无,1.2,0.2,多层, 建设北路 ,民用,20(1:0.1),0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1020365,杏花岭,同煦苑小区,5957,杏花岭 - 涧河 - 柏杨树街19号,112.578027,37.925684,112.571621,37.919406,112.56535,37.918919,公寓住宅,小产权房,2000年竣工,70年,1286户,暂无,1.2,0.3,多层, 涧河 ,民用,200(1:0.2),1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/809126,杏花岭,胜利西街工具厂宿舍,5959,杏花岭 - 巨轮 - 胜利街510号,112.564991,37.896812,112.558623,37.890482,112.55233,37.889967,公寓住宅,单位集体自建房,2003年竣工,70年,530户,暂无,1.2,0.23,多层, 巨轮 ,民用,200(1:0.4),0.50元/平米/月,地面100.00元/月,地面100.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1302284,杏花岭,北大街121号院,5972,杏花岭 - 万达 - 北大街121号,112.565622,37.8954,112.559254,37.889069,112.552963,37.888555,公寓住宅,单位集体自建房,1998年竣工,70年,162户,暂无,1.2,0.2,多层, 万达 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/401888,尖草坪,森园南小区,5980,尖草坪 - 森林公园 - 森园南街10号,112.550859,37.908178,112.544452,37.901953,112.53812,37.901409,公寓住宅,商品房住宅,1997年竣工,70年,861户,暂无,1.65,0.2,多层|小高层, 森林公园 ,民用,暂无,0.90元/平米/月,地面150.00元/月,地面150.00元/月,单位自管,山西凯信源投资有限公司
山西,太原,https://ty.anjuke.com/community/view/450703,杏花岭,五金小区,5989,杏花岭 - 敦化坊 - 敦化北路,112.593441,37.899031,112.586978,37.892983,112.580729,37.892508,公寓住宅,商品房住宅,1985年竣工,70年,516户,暂无,1.2,0.2,多层, 敦化坊 ,民用,10(1:0.0),0.40元/平米/月,地面150.00元/月,地面150.00元/月,单位自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1315944,杏花岭,商贸局宿舍,5994,"杏花岭 - 万达 - 解放路,近东三道巷",112.56876,37.891195,112.562391,37.884866,112.556107,37.884357,公寓住宅,单位集体自建房,1998年竣工,70年,92户,暂无,1.2,0.2,多层, 万达 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/611094,小店,万豪诚品,6000,小店 - 真武路 - 通达街,112.584193,37.734946,112.577751,37.72874,112.571511,37.728234,公寓住宅,小产权房,2013年竣工,70年,1016户,暂无,3.97,0.31,小高层|高层, 真武路 ,民用,50(1:0.0),1.20元/平米/月,地面100.00元/月,地面100.00元/月,顺康集团（山西）有限公司,山西顺达元房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/481212,小店,福海苑小区,6000,小店 - 真武路 - 康宁街,112.587109,37.747969,112.580664,37.74181,112.574427,37.741308,公寓住宅,小产权房,2012年竣工,70年,768户,暂无,3.05,0.3,高层, 真武路 ,民用,100(1:0.1),1.00元/平米/月,地面100.00元/月,地面100.00元/月,业主自管,无
山西,太原,https://ty.anjuke.com/community/view/788234,小店,康宁雅苑,6000,"小店 - 真武路 - 真武西路,近康宁街",112.580468,37.750055,112.574056,37.743805,112.56781,37.743295,公寓住宅,商品房住宅,2013年竣工,70年,635户,暂无,2.5,0.35,高层, 真武路 ,民用,100(1:0.2),0.50元/平米/月,地面100.00元/月,地面100.00元/月,业主自管,太原恒盛建业房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1294437,小店,中格云景小镇,6000,小店 - 小店周边 - 明航街,112.672767,37.788264,112.666367,37.782015,112.660037,37.781459,公寓住宅,单位集体自建房,2021年竣工,70年,暂无,暂无,2.3,0.4,多层, 小店周边 ,民用,600,2.98元/平米/月,地面150.00元/月,地面150.00元/月,山西鑫瑞成房地产开发有限公司,山西鑫瑞成房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/569417,小店,高新技术开发区方大领地,6000,小店 - 高新区 - 创业街19号,112.565924,37.808996,112.559534,37.802657,112.553253,37.80213,公寓住宅,商品房住宅,1997年竣工,70年,211户,暂无,1.2,0.3,多层, 高新区 ,民用,70(1:0.3),0.50元/平米/月,地面200.00元/月,地面200.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1683639,迎泽,景泰花苑(别墅),6000,迎泽-服装城-朝阳街90号,112.61574,37.859194,112.609137,37.853477,112.602897,37.853,别墅,商品房住宅,暂无,其它,2户,暂无,暂无,暂无,低层,服装城,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1856492,万柏林,信用社宿舍(下元),6000,万柏林-下元-下元街10号,112.515131,37.859871,112.508523,37.854173,112.502072,37.85352,住宅,商品房住宅,暂无,其它,15户,暂无,暂无,暂无,多层,下元,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/808451,万柏林,华清苑(西区),6000,万柏林 - 西矿街 - 金阳路12号,112.494291,37.864791,112.487699,37.859061,112.481171,37.858348,公寓住宅,小产权房,2005年竣工,70年,844户,暂无,2.5,0.28,高层, 西矿街 ,民用,1500(1:1.8),1.00元/平米/月,地面150.00元/月，地下200.00元/月,地面150.00元/月，地下200.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/611104,迎泽,客运段宿舍,6000,迎泽 - 五一广场 - 迎泽南街21号,112.586523,37.865025,112.580079,37.858856,112.573827,37.858368,公寓住宅,单位集体自建房,1990年竣工,70年,180户,暂无,2,0.2,多层|小高层, 五一广场 ,民用,100(1:0.6),0.90元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1377035,万柏林,前进路21号院,6000,万柏林 - 小井峪 - 前进路21号,112.51098,37.865254,112.504369,37.859582,112.497902,37.858918,公寓住宅,单位集体自建房,1998年竣工,70年,87户,暂无,1.2,0.2,多层, 小井峪 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1302297,万柏林,康乐巷16号院,6000,万柏林 - 下元 - 康乐巷16号,112.507632,37.871649,112.501024,37.865988,112.494544,37.865314,公寓住宅,单位集体自建房,1998年竣工,70年,162户,暂无,1.2,0.2,多层, 下元 ,民用,50(1:0.3),0.50元/平米/月,地面120.00元/月,地面120.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1072990,迎泽,和平市场小区,6000,迎泽 - 五一广场 - 上马街,112.590084,37.873445,112.583629,37.867336,112.57738,37.866853,公寓住宅,单位集体自建房,1990年竣工,70年,240户,暂无,1.2,0.2,多层, 五一广场 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
